event,event_date,fighter_1,fighter_2,result,method,round,time
UFC 193: Rousey vs Holm,"November 14, 2015",Joanna Jedrzejczyk,Valerie Letourneau,win,U-DEC,5,5:00
UFC 193: Rousey vs Holm,"November 14, 2015",Mark Hunt,Antonio Silva,win,"KO/TKO

      

        Punch",1,3:41
UFC 193: Rousey vs Holm,"November 14, 2015",Robert Whittaker,Uriah Hall,win,U-DEC,3,5:00
UFC 193: Rousey vs Holm,"November 14, 2015",Jared Rosholt,Stefan Struve,win,U-DEC,3,5:00
UFC 193: Rousey vs Holm,"November 14, 2015",Jake Matthews,Akbarh Arreola,win,KO/TKO,2,5:00
UFC 193: Rousey vs Holm,"November 14, 2015",Kyle Noke,Peter Sobotta,win,"KO/TKO

      

        Kick",1,2:01
UFC 193: Rousey vs Holm,"November 14, 2015",Gian Villante,Anthony Perosh,win,"KO/TKO

      

        Punch",1,2:56
UFC 193: Rousey vs Holm,"November 14, 2015",Danny Martinez,Richie Vaculik,win,U-DEC,3,5:00
UFC 193: Rousey vs Holm,"November 14, 2015",Daniel Kelly,Steve Montgomery,win,U-DEC,3,5:00
UFC 193: Rousey vs Holm,"November 14, 2015",Richard Walsh,Steve Kennedy,win,U-DEC,3,5:00
UFC 193: Rousey vs Holm,"November 14, 2015",James Moontasri,Anton Zafir,win,"KO/TKO

      

        Spinning Back Kick",1,4:36
UFC 193: Rousey vs Holm,"November 14, 2015",Ben Nguyen,Ryan Benoit,win,"SUB

      

        Rear Naked Choke",1,2:35
UFC Fight Night: Belfort vs Henderson 3,"November 07, 2015",Vitor Belfort,Dan Henderson,win,"KO/TKO

      

        Kick",1,2:07
UFC Fight Night: Belfort vs Henderson 3,"November 07, 2015",Glover Teixeira,Patrick Cummins,win,"KO/TKO

      

        Punches",2,1:12
UFC Fight Night: Belfort vs Henderson 3,"November 07, 2015",Thomas Almeida,Anthony Birchak,win,"KO/TKO

      

        Punches",1,4:24
UFC Fight Night: Belfort vs Henderson 3,"November 07, 2015",Alex Oliveira,Piotr Hallmann,win,"KO/TKO

      

        Punch",3,0:51
UFC Fight Night: Belfort vs Henderson 3,"November 07, 2015",Rashid Magomedov,Gilbert Burns,win,U-DEC,3,5:00
UFC Fight Night: Belfort vs Henderson 3,"November 07, 2015",Corey Anderson,Fabio Maldonado,win,U-DEC,3,5:00
UFC Fight Night: Belfort vs Henderson 3,"November 07, 2015",Abel Trujillo,Gleison Tibau,win,"DQ

      

        Rear Naked Choke",1,1:45
UFC Fight Night: Belfort vs Henderson 3,"November 07, 2015",Johnny Case,Yan Cabral,win,U-DEC,3,5:00
UFC Fight Night: Belfort vs Henderson 3,"November 07, 2015",Thiago Tavares,Clay Guida,win,"SUB

      

        Guillotine Choke",1,0:39
UFC Fight Night: Belfort vs Henderson 3,"November 07, 2015",Chas Skelly,Edimilson Souza,win,"SUB

      

        Rear Naked Choke",2,1:56
UFC Fight Night: Belfort vs Henderson 3,"November 07, 2015",Viscardi Andrade,Gasan Umalatov,win,U-DEC,3,5:00
UFC Fight Night: Belfort vs Henderson 3,"November 07, 2015",Jimmie Rivera,Pedro Munhoz,win,S-DEC,3,5:00
UFC Fight Night: Belfort vs Henderson 3,"November 07, 2015",Matheus Nicolau,Bruno Korea,win,"SUB

      

        Guillotine Choke",3,3:27
UFC Fight Night: Holohan vs Smolka,"October 24, 2015",Louis Smolka,Paddy Holohan,win,"SUB

      

        Rear Naked Choke",2,4:09
UFC Fight Night: Holohan vs Smolka,"October 24, 2015",Norman Parke,Reza Madadi,win,U-DEC,3,5:00
UFC Fight Night: Holohan vs Smolka,"October 24, 2015",Nicolas Dalby,Darren Till,"draw


draw",M-DEC,3,5:00
UFC Fight Night: Holohan vs Smolka,"October 24, 2015",Neil Seery,Jon Delos Reyes,win,"SUB

      

        Guillotine Choke",2,4:12
UFC Fight Night: Holohan vs Smolka,"October 24, 2015",Stevie Ray,Mickael Lebout,win,U-DEC,3,5:00
UFC Fight Night: Holohan vs Smolka,"October 24, 2015",Aisling Daly,Ericka Almeida,win,U-DEC,3,5:00
UFC Fight Night: Holohan vs Smolka,"October 24, 2015",Krzysztof Jotko,Scott Askham,win,S-DEC,3,5:00
UFC Fight Night: Holohan vs Smolka,"October 24, 2015",Tom Breese,Cathal Pendred,win,"KO/TKO

      

        Punches",1,4:37
UFC Fight Night: Holohan vs Smolka,"October 24, 2015",Darren Elkins,Robert Whiteford,win,U-DEC,3,5:00
UFC Fight Night: Holohan vs Smolka,"October 24, 2015",Garreth McLellan,Bubba Bush,win,"KO/TKO

      

        Punches",3,4:58
UFC 192: Cormier vs Gustafsson,"October 03, 2015",Daniel Cormier,Alexander Gustafsson,win,S-DEC,5,5:00
UFC 192: Cormier vs Gustafsson,"October 03, 2015",Ryan Bader,Rashad Evans,win,U-DEC,3,5:00
UFC 192: Cormier vs Gustafsson,"October 03, 2015",Ruslan Magomedov,Shawn Jordan,win,U-DEC,3,5:00
UFC 192: Cormier vs Gustafsson,"October 03, 2015",Joseph Benavidez,Ali Bagautinov,win,U-DEC,3,5:00
UFC 192: Cormier vs Gustafsson,"October 03, 2015",Julianna Pena,Jessica Eye,win,U-DEC,3,5:00
UFC 192: Cormier vs Gustafsson,"October 03, 2015",Yair Rodriguez,Dan Hooker,win,U-DEC,3,5:00
UFC 192: Cormier vs Gustafsson,"October 03, 2015",Albert Tumenov,Alan Jouban,win,"KO/TKO

      

        Punches",1,2:55
UFC 192: Cormier vs Gustafsson,"October 03, 2015",Adriano Martins,Islam Makhachev,win,"KO/TKO

      

        Punch",1,1:46
UFC 192: Cormier vs Gustafsson,"October 03, 2015",Rose Namajunas,Angela Hill,win,"SUB

      

        Rear Naked Choke",1,2:47
UFC 192: Cormier vs Gustafsson,"October 03, 2015",Sage Northcutt,Francisco Trevino,win,"KO/TKO

      

        Punches",1,0:57
UFC 192: Cormier vs Gustafsson,"October 03, 2015",Sergio Pettis,Chris Cariaso,win,U-DEC,3,5:00
UFC 192: Cormier vs Gustafsson,"October 03, 2015",Derrick Lewis,Viktor Pesta,win,"KO/TKO

      

        Punches",3,1:15
UFC Fight Night: Barnett vs Nelson,"September 26, 2015",Josh Barnett,Roy Nelson,win,U-DEC,5,5:00
UFC Fight Night: Barnett vs Nelson,"September 26, 2015",Uriah Hall,Gegard Mousasi,win,"KO/TKO

      

        Spinning Back Kick",2,0:25
UFC Fight Night: Barnett vs Nelson,"September 26, 2015",Kyoji Horiguchi,Chico Camus,win,U-DEC,3,5:00
UFC Fight Night: Barnett vs Nelson,"September 26, 2015",Takeya Mizugaki,George Roop,win,U-DEC,3,5:00
UFC Fight Night: Barnett vs Nelson,"September 26, 2015",Diego Brandao,Katsunori Kikuno,win,"KO/TKO

      

        Punch",1,0:28
UFC Fight Night: Barnett vs Nelson,"September 26, 2015",Mizuto Hirota,Teruto Ishihara,"draw


draw",S-DEC,3,5:00
UFC Fight Night: Barnett vs Nelson,"September 26, 2015",Keita Nakamura,Li Jingliang,win,"SUB

      

        Rear Naked Choke",3,2:17
UFC Fight Night: Barnett vs Nelson,"September 26, 2015",Nick Hein,Yusuke Kasuya,win,U-DEC,3,5:00
UFC Fight Night: Barnett vs Nelson,"September 26, 2015",Kajan Johnson,Naoyuki Kotani,win,U-DEC,3,5:00
UFC Fight Night: Barnett vs Nelson,"September 26, 2015",Shinsho Anzai,Roger Zapata,win,KO/TKO,3,0:47
UFC 191: Johnson vs Dodson 2,"September 05, 2015",Demetrious Johnson,John Dodson,win,U-DEC,5,5:00
UFC 191: Johnson vs Dodson 2,"September 05, 2015",Andrei Arlovski,Frank Mir,win,U-DEC,3,5:00
UFC 191: Johnson vs Dodson 2,"September 05, 2015",Anthony Johnson,Jimi Manuwa,win,"KO/TKO

      

        Punch",2,0:28
UFC 191: Johnson vs Dodson 2,"September 05, 2015",Corey Anderson,Jan Blachowicz,win,U-DEC,3,5:00
UFC 191: Johnson vs Dodson 2,"September 05, 2015",Paige VanZant,Alex Chambers,win,"SUB

      

        Armbar",3,1:01
UFC 191: Johnson vs Dodson 2,"September 05, 2015",Ross Pearson,Paul Felder,win,S-DEC,3,5:00
UFC 191: Johnson vs Dodson 2,"September 05, 2015",John Lineker,Francisco Rivera,win,"SUB

      

        Guillotine Choke",1,2:08
UFC 191: Johnson vs Dodson 2,"September 05, 2015",Raquel Pennington,Jessica Andrade,win,"SUB

      

        Rear Naked Choke",2,4:58
UFC 191: Johnson vs Dodson 2,"September 05, 2015",Tiago dos Santos e Silva,Clay Collard,win,S-DEC,3,5:00
UFC 191: Johnson vs Dodson 2,"September 05, 2015",Joe Riggs,Ron Stallings,win,DQ,2,2:28
UFC 191: Johnson vs Dodson 2,"September 05, 2015",Joaquim Silva,Nazareno Malegarie,win,S-DEC,3,5:00
UFC Fight Night: Holloway vs Oliveira,"August 23, 2015",Max Holloway,Charles Oliveira,win,KO/TKO,1,1:39
UFC Fight Night: Holloway vs Oliveira,"August 23, 2015",Neil Magny,Erick Silva,win,S-DEC,3,5:00
UFC Fight Night: Holloway vs Oliveira,"August 23, 2015",Patrick Cote,Joshua Burkman,win,"KO/TKO

      

        Punches",3,1:26
UFC Fight Night: Holloway vs Oliveira,"August 23, 2015",Francisco Trinaldo,Chad Laprise,win,"KO/TKO

      

        Punches",1,2:43
UFC Fight Night: Holloway vs Oliveira,"August 23, 2015",Olivier Aubin-Mercier,Tony Sims,win,U-DEC,3,5:00
UFC Fight Night: Holloway vs Oliveira,"August 23, 2015",Valerie Letourneau,Maryna Moroz,win,U-DEC,3,5:00
UFC Fight Night: Holloway vs Oliveira,"August 23, 2015",Frankie Perez,Sam Stout,win,"KO/TKO

      

        Punches",1,0:54
UFC Fight Night: Holloway vs Oliveira,"August 23, 2015",Felipe Arantes,Yves Jabouin,win,"SUB

      

        Armbar",1,4:21
UFC Fight Night: Holloway vs Oliveira,"August 23, 2015",Nikita Krylov,Marcos Rogerio de Lima,win,"SUB

      

        Rear Naked Choke",1,2:29
UFC Fight Night: Holloway vs Oliveira,"August 23, 2015",Chris Kelades,Chris Beal,win,S-DEC,3,5:00
UFC Fight Night: Holloway vs Oliveira,"August 23, 2015",Shane Campbell,Elias Silverio,win,U-DEC,3,5:00
UFC Fight Night: Holloway vs Oliveira,"August 23, 2015",Misha Cirkunov,Daniel Jolly,win,"KO/TKO

      

        Punches",1,4:45
UFC Fight Night: Teixeira vs Saint Preux,"August 08, 2015",Glover Teixeira,Ovince Saint Preux,win,"SUB

      

        Rear Naked Choke",3,3:10
UFC Fight Night: Teixeira vs Saint Preux,"August 08, 2015",Beneil Dariush,Michael Johnson,win,S-DEC,3,5:00
UFC Fight Night: Teixeira vs Saint Preux,"August 08, 2015",Derek Brunson,Sam Alvey,win,"KO/TKO

      

        Punches",1,2:19
UFC Fight Night: Teixeira vs Saint Preux,"August 08, 2015",Jared Rosholt,Timothy Johnson,win,U-DEC,3,5:00
UFC Fight Night: Teixeira vs Saint Preux,"August 08, 2015",Amanda Nunes,Sara McMann,win,"SUB

      

        Rear Naked Choke",1,2:53
UFC Fight Night: Teixeira vs Saint Preux,"August 08, 2015",Ray Borg,Geane Herrera,win,U-DEC,3,5:00
UFC Fight Night: Teixeira vs Saint Preux,"August 08, 2015",Uriah Hall,Oluwale Bamgbose,win,"KO/TKO

      

        Punches",1,2:32
UFC Fight Night: Teixeira vs Saint Preux,"August 08, 2015",Chris Camozzi,Tom Watson,win,U-DEC,3,5:00
UFC Fight Night: Teixeira vs Saint Preux,"August 08, 2015",Dustin Ortiz,Willie Gates,win,"KO/TKO

      

        Punches",3,2:58
UFC Fight Night: Teixeira vs Saint Preux,"August 08, 2015",Frankie Saenz,Sirwan Kakai,win,S-DEC,3,5:00
UFC Fight Night: Teixeira vs Saint Preux,"August 08, 2015",Jonathan Wilson,Chris Dempsey,win,"KO/TKO

      

        Punch",1,0:50
UFC Fight Night: Teixeira vs Saint Preux,"August 08, 2015",Marlon Vera,Roman Salazar,win,"SUB

      

        Triangle Armbar",2,2:15
UFC Fight Night: Teixeira vs Saint Preux,"August 08, 2015",Scott Holtzman,Anthony Christodoulou,win,"SUB

      

        Rear Naked Choke",3,2:40
UFC 190: Rousey vs Correia,"August 01, 2015",Ronda Rousey,Bethe Correia,win,"KO/TKO

      

        Punch",1,0:34
UFC 190: Rousey vs Correia,"August 01, 2015",Mauricio Rua,Rogerio Nogueira,win,U-DEC,3,5:00
UFC 190: Rousey vs Correia,"August 01, 2015",Glaico Franca Moreira,Fernando Bruno,win,"SUB

      

        Rear Naked Choke",3,4:46
UFC 190: Rousey vs Correia,"August 01, 2015",Reginaldo Vieira,Dileno Lopes,win,U-DEC,3,5:00
UFC 190: Rousey vs Correia,"August 01, 2015",Stefan Struve,Antonio Rodrigo Nogueira,win,U-DEC,3,5:00
UFC 190: Rousey vs Correia,"August 01, 2015",Antonio Silva,Soa Palelei,win,"KO/TKO

      

        Punches",2,0:41
UFC 190: Rousey vs Correia,"August 01, 2015",Claudia Gadelha,Jessica Aguilar,win,U-DEC,3,5:00
UFC 190: Rousey vs Correia,"August 01, 2015",Demian Maia,Neil Magny,win,"SUB

      

        Rear Naked Choke",2,2:52
UFC 190: Rousey vs Correia,"August 01, 2015",Patrick Cummins,Rafael Cavalcante,win,"KO/TKO

      

        Elbows",3,0:45
UFC 190: Rousey vs Correia,"August 01, 2015",Warlley Alves,Nordine Taleb,win,"SUB

      

        Guillotine Choke",2,4:11
UFC 190: Rousey vs Correia,"August 01, 2015",Iuri Alcantara,Leandro Issa,win,U-DEC,3,5:00
UFC 190: Rousey vs Correia,"August 01, 2015",Vitor Miranda,Clint Hester,win,"KO/TKO

      

        Elbows",2,2:38
UFC 190: Rousey vs Correia,"August 01, 2015",Guido Cannetti,Hugo Viana,win,U-DEC,3,5:00
UFC on FOX: Dillashaw vs. Barao II,"July 25, 2015",TJ Dillashaw,Renan Barao,win,"KO/TKO

      

        Punches",4,0:35
UFC on FOX: Dillashaw vs. Barao II,"July 25, 2015",Miesha Tate,Jessica Eye,win,U-DEC,3,5:00
UFC on FOX: Dillashaw vs. Barao II,"July 25, 2015",Edson Barboza,Paul Felder,win,U-DEC,3,5:00
UFC on FOX: Dillashaw vs. Barao II,"July 25, 2015",Joe Lauzon,Takanori Gomi,win,"KO/TKO

      

        Punches",1,2:37
UFC on FOX: Dillashaw vs. Barao II,"July 25, 2015",Tom Lawlor,Gian Villante,win,"KO/TKO

      

        Punch",2,0:27
UFC on FOX: Dillashaw vs. Barao II,"July 25, 2015",Jim Miller,Danny Castillo,win,S-DEC,3,5:00
UFC on FOX: Dillashaw vs. Barao II,"July 25, 2015",Ben Saunders,Kenny Robertson,win,S-DEC,3,5:00
UFC on FOX: Dillashaw vs. Barao II,"July 25, 2015",Bryan Caraway,Eddie Wineland,win,U-DEC,3,5:00
UFC on FOX: Dillashaw vs. Barao II,"July 25, 2015",James Krause,Daron Cruickshank,win,"SUB

      

        Rear Naked Choke",1,1:27
UFC on FOX: Dillashaw vs. Barao II,"July 25, 2015",Andrew Holbrook,Ramsey Nijem,win,S-DEC,3,5:00
UFC on FOX: Dillashaw vs. Barao II,"July 25, 2015",Elizabeth Phillips,Jessamyn Duke,win,U-DEC,3,5:00
UFC on FOX: Dillashaw vs. Barao II,"July 25, 2015",Zak Cummings,Dominique Steele,win,"KO/TKO

      

        Punches",1,0:43
UFC Fight Night: Bisping vs Leites,"July 18, 2015",Michael Bisping,Thales Leites,win,S-DEC,5,5:00
UFC Fight Night: Bisping vs Leites,"July 18, 2015",Evan Dunham,Ross Pearson,win,U-DEC,3,5:00
UFC Fight Night: Bisping vs Leites,"July 18, 2015",Joe Duffy,Ivan Jorge,win,"SUB

      

        Triangle Choke",1,3:05
UFC Fight Night: Bisping vs Leites,"July 18, 2015",Joanne Wood,Cortney Casey,win,U-DEC,3,5:00
UFC Fight Night: Bisping vs Leites,"July 18, 2015",Leon Edwards,Pawel Pawlak,win,U-DEC,3,5:00
UFC Fight Night: Bisping vs Leites,"July 18, 2015",Stevie Ray,Leonardo Mafra,win,"KO/TKO

      

        Punches",1,2:30
UFC Fight Night: Bisping vs Leites,"July 18, 2015",Paddy Holohan,Vaughan Lee,win,U-DEC,3,5:00
UFC Fight Night: Bisping vs Leites,"July 18, 2015",Ilir Latifi,Hans Stringer,win,"KO/TKO

      

        Punch",1,0:56
UFC Fight Night: Bisping vs Leites,"July 18, 2015",Mickael Lebout,Teemu Packalen,win,U-DEC,3,5:00
UFC Fight Night: Bisping vs Leites,"July 18, 2015",Robert Whiteford,Paul Redmond,win,"KO/TKO

      

        Punch",1,3:04
UFC Fight Night: Bisping vs Leites,"July 18, 2015",Jimmie Rivera,Marcus Brimage,win,"KO/TKO

      

        Punches",1,1:29
UFC Fight Night: Bisping vs Leites,"July 18, 2015",Daniel Omielanczuk,Chris de la Rocha,win,"KO/TKO

      

        Punch",1,0:48
UFC Fight Night: Mir vs Duffee,"July 15, 2015",Frank Mir,Todd Duffee,win,"KO/TKO

      

        Punch",1,1:13
UFC Fight Night: Mir vs Duffee,"July 15, 2015",Tony Ferguson,Josh Thomson,win,U-DEC,3,5:00
UFC Fight Night: Mir vs Duffee,"July 15, 2015",Holly Holm,Marion Reneau,win,U-DEC,3,5:00
UFC Fight Night: Mir vs Duffee,"July 15, 2015",Manvel Gamburyan,Scott Jorgensen,win,U-DEC,3,5:00
UFC Fight Night: Mir vs Duffee,"July 15, 2015",Kevin Lee,James Moontasri,win,"SUB

      

        Rear Naked Choke",1,2:56
UFC Fight Night: Mir vs Duffee,"July 15, 2015",Alan Jouban,Matt Dwyer,win,U-DEC,3,5:00
UFC Fight Night: Mir vs Duffee,"July 15, 2015",Sam Sicilia,Yaotzin Meza,win,U-DEC,3,5:00
UFC Fight Night: Mir vs Duffee,"July 15, 2015",Jessica Andrade,Sarah Moras,win,U-DEC,3,5:00
UFC Fight Night: Mir vs Duffee,"July 15, 2015",Rani Yahya,Masanori Kanehara,win,S-DEC,3,5:00
UFC Fight Night: Mir vs Duffee,"July 15, 2015",Sean Strickland,Igor Araujo,win,U-DEC,3,5:00
UFC Fight Night: Mir vs Duffee,"July 15, 2015",Kevin Casey,Ildemar Alcantara,win,U-DEC,3,5:00
UFC Fight Night: Mir vs Duffee,"July 15, 2015",Lyman Good,Andrew Craig,win,"KO/TKO

      

        Punch",2,3:37
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"July 12, 2015",Stephen Thompson,Jake Ellenberger,win,"KO/TKO

      

        Kick",1,4:29
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"July 12, 2015",Kamaru Usman,Hayder Hassan,win,"SUB

      

        Arm Triangle",2,1:19
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"July 12, 2015",Michael Graves,Vicente Luque,win,U-DEC,3,5:00
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"July 12, 2015",Jorge Masvidal,Cezar Ferreira,win,"KO/TKO

      

        Elbow",1,4:22
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"July 12, 2015",Michelle Waterson-Gomez,Angela Magana,win,"SUB

      

        Rear Naked Choke",3,2:38
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"July 12, 2015",Maximo Blanco,Mike de la Torre,win,"KO/TKO

      

        Punch",1,0:16
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"July 12, 2015",Josh Samman,Caio Magalhaes,win,"SUB

      

        Rear Naked Choke",1,2:52
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"July 12, 2015",Jerrod Sanders,Russell Doane,win,U-DEC,3,5:00
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"July 12, 2015",Trevor Smith,Dan Miller,win,U-DEC,3,5:00
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"July 12, 2015",George Sullivan,Dominic Waters,win,U-DEC,3,5:00
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"July 12, 2015",Willie Gates,Darrell Montague,win,"KO/TKO

      

        Punches",1,1:36
UFC 189: Mendes vs McGregor,"July 11, 2015",Conor McGregor,Chad Mendes,win,"KO/TKO

      

        Punch",2,4:57
UFC 189: Mendes vs McGregor,"July 11, 2015",Robbie Lawler,Rory MacDonald,win,"KO/TKO

      

        Punch",5,1:00
UFC 189: Mendes vs McGregor,"July 11, 2015",Jeremy Stephens,Dennis Bermudez,win,"KO/TKO

      

        Flying Knee",3,0:32
UFC 189: Mendes vs McGregor,"July 11, 2015",Gunnar Nelson,Brandon Thatch,win,"SUB

      

        Rear Naked Choke",1,2:54
UFC 189: Mendes vs McGregor,"July 11, 2015",Thomas Almeida,Brad Pickett,win,"KO/TKO

      

        Flying Knee",2,0:29
UFC 189: Mendes vs McGregor,"July 11, 2015",Matt Brown,Tim Means,win,"SUB

      

        Guillotine Choke",1,4:44
UFC 189: Mendes vs McGregor,"July 11, 2015",Alex Garcia,Mike Swick,win,U-DEC,3,5:00
UFC 189: Mendes vs McGregor,"July 11, 2015",John Howard,Cathal Pendred,win,S-DEC,3,5:00
UFC 189: Mendes vs McGregor,"July 11, 2015",Cody Garbrandt,Henry Briones,win,U-DEC,3,5:00
UFC 189: Mendes vs McGregor,"July 11, 2015",Louis Smolka,Neil Seery,win,U-DEC,3,5:00
UFC 189: Mendes vs McGregor,"July 11, 2015",Cody Pfister,Yosdenis Cedeno,win,U-DEC,3,5:00
UFC Fight Night: Machida vs Romero,"June 27, 2015",Yoel Romero,Lyoto Machida,win,"KO/TKO

      

        Elbows",3,1:38
UFC Fight Night: Machida vs Romero,"June 27, 2015",Lorenz Larkin,Santiago Ponzinibbio,win,"KO/TKO

      

        Punches",2,3:07
UFC Fight Night: Machida vs Romero,"June 27, 2015",Antonio Carlos Junior,Eddie Gordon,win,"SUB

      

        Rear Naked Choke",3,4:37
UFC Fight Night: Machida vs Romero,"June 27, 2015",Thiago Santos,Steve Bosse,win,"KO/TKO

      

        Kick",1,0:29
UFC Fight Night: Machida vs Romero,"June 27, 2015",Hacran Dias,Levan Makashvili,win,S-DEC,3,5:00
UFC Fight Night: Machida vs Romero,"June 27, 2015",Alex Oliveira,Joe Merritt,win,U-DEC,3,5:00
UFC Fight Night: Machida vs Romero,"June 27, 2015",Leandro Silva,Lewis Gonzalez,win,U-DEC,3,5:00
UFC Fight Night: Machida vs Romero,"June 27, 2015",Tony Sims,Steve Montgomery,win,"KO/TKO

      

        Punch",1,2:43
UFC Fight Night: Machida vs Romero,"June 27, 2015",Sirwan Kakai,Danny Martinez,win,U-DEC,3,5:00
UFC Fight Night: Jedrzejczyk vs Penne,"June 20, 2015",Joanna Jedrzejczyk,Jessica Penne,win,"KO/TKO

      

        Punches",3,4:22
UFC Fight Night: Jedrzejczyk vs Penne,"June 20, 2015",Tatsuya Kawajiri,Dennis Siver,win,U-DEC,3,5:00
UFC Fight Night: Jedrzejczyk vs Penne,"June 20, 2015",Peter Sobotta,Steve Kennedy,win,"SUB

      

        Rear Naked Choke",1,2:57
UFC Fight Night: Jedrzejczyk vs Penne,"June 20, 2015",Nick Hein,Lukasz Sajewski,win,U-DEC,3,5:00
UFC Fight Night: Jedrzejczyk vs Penne,"June 20, 2015",Makwan Amirkhani,Masio Fullen,win,"SUB

      

        Rear Naked Choke",1,1:41
UFC Fight Night: Jedrzejczyk vs Penne,"June 20, 2015",Mairbek Taisumov,Alan Patrick,win,"KO/TKO

      

        Kick",2,1:30
UFC Fight Night: Jedrzejczyk vs Penne,"June 20, 2015",Arnold Allen,Alan Omer,win,"SUB

      

        Guillotine Choke",3,1:41
UFC Fight Night: Jedrzejczyk vs Penne,"June 20, 2015",Noad Lahat,Niklas Backstrom,win,M-DEC,3,5:00
UFC Fight Night: Jedrzejczyk vs Penne,"June 20, 2015",Scott Askham,Antonio Dos Santos,win,"KO/TKO

      

        Punch",1,2:52
UFC Fight Night: Jedrzejczyk vs Penne,"June 20, 2015",Magomed Mustafaev,Piotr Hallmann,win,KO/TKO,2,3:24
UFC Fight Night: Jedrzejczyk vs Penne,"June 20, 2015",Taylor Lapilus,Yuta Sasaki,win,"KO/TKO

      

        Punches",2,1:26
UFC 188: Velasquez vs Werdum,"June 13, 2015",Fabricio Werdum,Cain Velasquez,win,"SUB

      

        Guillotine Choke",3,2:13
UFC 188: Velasquez vs Werdum,"June 13, 2015",Eddie Alvarez,Gilbert Melendez,win,S-DEC,3,5:00
UFC 188: Velasquez vs Werdum,"June 13, 2015",Kelvin Gastelum,Nate Marquardt,win,KO/TKO,2,5:00
UFC 188: Velasquez vs Werdum,"June 13, 2015",Yair Rodriguez,Charles Rosa,win,S-DEC,3,5:00
UFC 188: Velasquez vs Werdum,"June 13, 2015",Tecia Pennington,Angela Hill,win,U-DEC,3,5:00
UFC 188: Velasquez vs Werdum,"June 13, 2015",Henry Cejudo,Chico Camus,win,U-DEC,3,5:00
