event,fighter_1,fighter_2,result,method,round,time
UFC Fight Night: Mir vs Duffee,Kevin Casey,Ildemar Alcantara,win,U-DEC,3,5:00
UFC Fight Night: Mir vs Duffee,Lyman Good,Andrew Craig,win,"KO/TKO

      

        Punch",2,3:37
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Stephen Thompson,Jake Ellenberger,win,"KO/TKO

      

        Kick",1,4:29
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Kamaru Usman,Hayder Hassan,win,"SUB

      

        Arm Triangle",2,1:19
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Michael Graves,Vicente Luque,win,U-DEC,3,5:00
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Jorge Masvidal,Cezar Ferreira,win,"KO/TKO

      

        Elbow",1,4:22
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Michelle Waterson-Gomez,Angela Magana,win,"SUB

      

        Rear Naked Choke",3,2:38
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Maximo Blanco,Mike de la Torre,win,"KO/TKO

      

        Punch",1,0:16
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Josh Samman,Caio Magalhaes,win,"SUB

      

        Rear Naked Choke",1,2:52
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Jerrod Sanders,Russell Doane,win,U-DEC,3,5:00
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Trevor Smith,Dan Miller,win,U-DEC,3,5:00
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,George Sullivan,Dominic Waters,win,U-DEC,3,5:00
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Willie Gates,Darrell Montague,win,"KO/TKO

      

        Punches",1,1:36
UFC 189: Mendes vs McGregor,Conor McGregor,Chad Mendes,win,"KO/TKO

      

        Punch",2,4:57
UFC 189: Mendes vs McGregor,Robbie Lawler,Rory MacDonald,win,"KO/TKO

      

        Punch",5,1:00
UFC 189: Mendes vs McGregor,Jeremy Stephens,Dennis Bermudez,win,"KO/TKO

      

        Flying Knee",3,0:32
UFC 189: Mendes vs McGregor,Gunnar Nelson,Brandon Thatch,win,"SUB

      

        Rear Naked Choke",1,2:54
UFC 189: Mendes vs McGregor,Thomas Almeida,Brad Pickett,win,"KO/TKO

      

        Flying Knee",2,0:29
UFC 189: Mendes vs McGregor,Matt Brown,Tim Means,win,"SUB

      

        Guillotine Choke",1,4:44
UFC 189: Mendes vs McGregor,Alex Garcia,Mike Swick,win,U-DEC,3,5:00
UFC 189: Mendes vs McGregor,John Howard,Cathal Pendred,win,S-DEC,3,5:00
UFC 189: Mendes vs McGregor,Cody Garbrandt,Henry Briones,win,U-DEC,3,5:00
UFC 189: Mendes vs McGregor,Louis Smolka,Neil Seery,win,U-DEC,3,5:00
UFC 189: Mendes vs McGregor,Cody Pfister,Yosdenis Cedeno,win,U-DEC,3,5:00
UFC Fight Night: Machida vs Romero,Yoel Romero,Lyoto Machida,win,"KO/TKO

      

        Elbows",3,1:38
UFC Fight Night: Machida vs Romero,Lorenz Larkin,Santiago Ponzinibbio,win,"KO/TKO

      

        Punches",2,3:07
UFC Fight Night: Machida vs Romero,Antonio Carlos Junior,Eddie Gordon,win,"SUB

      

        Rear Naked Choke",3,4:37
UFC Fight Night: Machida vs Romero,Thiago Santos,Steve Bosse,win,"KO/TKO

      

        Kick",1,0:29
UFC Fight Night: Machida vs Romero,Hacran Dias,Levan Makashvili,win,S-DEC,3,5:00
UFC Fight Night: Machida vs Romero,Alex Oliveira,Joe Merritt,win,U-DEC,3,5:00
UFC Fight Night: Machida vs Romero,Leandro Silva,Lewis Gonzalez,win,U-DEC,3,5:00
UFC Fight Night: Machida vs Romero,Tony Sims,Steve Montgomery,win,"KO/TKO

      

        Punch",1,2:43
UFC Fight Night: Machida vs Romero,Sirwan Kakai,Danny Martinez,win,U-DEC,3,5:00
UFC Fight Night: Jedrzejczyk vs Penne,Joanna Jedrzejczyk,Jessica Penne,win,"KO/TKO

      

        Punches",3,4:22
UFC Fight Night: Jedrzejczyk vs Penne,Tatsuya Kawajiri,Dennis Siver,win,U-DEC,3,5:00
UFC Fight Night: Jedrzejczyk vs Penne,Peter Sobotta,Steve Kennedy,win,"SUB

      

        Rear Naked Choke",1,2:57
UFC Fight Night: Jedrzejczyk vs Penne,Nick Hein,Lukasz Sajewski,win,U-DEC,3,5:00
UFC Fight Night: Jedrzejczyk vs Penne,Makwan Amirkhani,Masio Fullen,win,"SUB

      

        Rear Naked Choke",1,1:41
UFC Fight Night: Jedrzejczyk vs Penne,Mairbek Taisumov,Alan Patrick,win,"KO/TKO

      

        Kick",2,1:30
UFC Fight Night: Jedrzejczyk vs Penne,Arnold Allen,Alan Omer,win,"SUB

      

        Guillotine Choke",3,1:41
UFC Fight Night: Jedrzejczyk vs Penne,Noad Lahat,Niklas Backstrom,win,M-DEC,3,5:00
UFC Fight Night: Jedrzejczyk vs Penne,Scott Askham,Antonio Dos Santos,win,"KO/TKO

      

        Punch",1,2:52
UFC Fight Night: Jedrzejczyk vs Penne,Magomed Mustafaev,Piotr Hallmann,win,KO/TKO,2,3:24
UFC Fight Night: Jedrzejczyk vs Penne,Taylor Lapilus,Yuta Sasaki,win,"KO/TKO

      

        Punches",2,1:26
UFC 188: Velasquez vs Werdum,Fabricio Werdum,Cain Velasquez,win,"SUB

      

        Guillotine Choke",3,2:13
UFC 188: Velasquez vs Werdum,Eddie Alvarez,Gilbert Melendez,win,S-DEC,3,5:00
UFC 188: Velasquez vs Werdum,Kelvin Gastelum,Nate Marquardt,win,KO/TKO,2,5:00
UFC 188: Velasquez vs Werdum,Yair Rodriguez,Charles Rosa,win,S-DEC,3,5:00
UFC 188: Velasquez vs Werdum,Tecia Pennington,Angela Hill,win,U-DEC,3,5:00
UFC 188: Velasquez vs Werdum,Henry Cejudo,Chico Camus,win,U-DEC,3,5:00
UFC 188: Velasquez vs Werdum,Efrain Escudero,Drew Dober,win,"SUB

      

        Guillotine Choke",1,0:54
UFC 188: Velasquez vs Werdum,Patrick Williams,Alejandro Perez,win,"SUB

      

        Guillotine Choke",1,0:23
UFC 188: Velasquez vs Werdum,Johnny Case,Francisco Trevino,win,U-DEC,3,5:00
UFC 188: Velasquez vs Werdum,Cathal Pendred,Augusto Montano,win,U-DEC,3,5:00
UFC 188: Velasquez vs Werdum,Gabriel Benitez,Clay Collard,win,U-DEC,3,5:00
UFC Fight Night: Boetsch vs Henderson,Dan Henderson,Tim Boetsch,win,"KO/TKO

      

        Punch",1,0:28
UFC Fight Night: Boetsch vs Henderson,Ben Rothwell,Matt Mitrione,win,"SUB

      

        Guillotine Choke",1,1:54
UFC Fight Night: Boetsch vs Henderson,Dustin Poirier,Yancy Medeiros,win,"KO/TKO

      

        Punches",1,2:38
UFC Fight Night: Boetsch vs Henderson,Brian Ortega,Thiago Tavares,win,"KO/TKO

      

        Punch",3,4:10
UFC Fight Night: Boetsch vs Henderson,Anthony Birchak,Joe Soto,win,"KO/TKO

      

        Punch",1,1:37
UFC Fight Night: Boetsch vs Henderson,Francisco Rivera,Alex Caceres,win,"KO/TKO

      

        Punch",1,0:21
UFC Fight Night: Boetsch vs Henderson,Shawn Jordan,Derrick Lewis,win,"KO/TKO

      

        Kick",2,0:48
UFC Fight Night: Boetsch vs Henderson,Omari Akhmedov,Brian Ebersole,win,KO/TKO,1,5:00
UFC Fight Night: Boetsch vs Henderson,Chris Wade,Christos Giagos,win,U-DEC,3,5:00
UFC Fight Night: Boetsch vs Henderson,Joe Proctor,Justin Edwards,win,"SUB

      

        Guillotine Choke",3,4:58
UFC Fight Night: Boetsch vs Henderson,Jake Collier,Ricardo Abreu,win,S-DEC,3,5:00
UFC Fight Night: Boetsch vs Henderson,Jose Quinonez,Leonardo Morales,win,"SUB

      

        Rear Naked Choke",1,2:34
UFC Fight Night: Condit vs Alves,Carlos Condit,Thiago Alves,win,KO/TKO,2,5:00
UFC Fight Night: Condit vs Alves,Charles Oliveira,Nik Lentz,win,"SUB

      

        Guillotine Choke",3,1:10
UFC Fight Night: Condit vs Alves,Alex Oliveira,KJ Noons,win,"SUB

      

        Rear Naked Choke",1,2:51
UFC Fight Night: Condit vs Alves,Francimar Barroso,Ryan Jimmo,win,U-DEC,3,5:00
UFC Fight Night: Condit vs Alves,Francisco Trinaldo,Norman Parke,win,U-DEC,3,5:00
UFC Fight Night: Condit vs Alves,Darren Till,Wendell Oliveira Marques,win,"KO/TKO

      

        Elbows",2,1:37
UFC Fight Night: Condit vs Alves,Rony Jason,Damon Jackson,nc,"Overturned

      

        Triangle Choke",1,3:31
UFC Fight Night: Condit vs Alves,Jussier Formiga,Wilson Reis,win,U-DEC,3,5:00
UFC Fight Night: Condit vs Alves,Nicolas Dalby,Elizeu Zaleski dos Santos,win,S-DEC,3,5:00
UFC Fight Night: Condit vs Alves,Mirsad Bektic,Lucas Martins,win,"KO/TKO

      

        Punches",2,0:30
UFC Fight Night: Condit vs Alves,Juliana Lima,Ericka Almeida,win,U-DEC,3,5:00
UFC Fight Night: Condit vs Alves,Tom Breese,Luiz Dutra,win,"KO/TKO

      

        Punches",1,4:58
UFC 187: Johnson vs Cormier,Daniel Cormier,Anthony Johnson,win,"SUB

      

        Rear Naked Choke",3,2:39
UFC 187: Johnson vs Cormier,Chris Weidman,Vitor Belfort,win,"KO/TKO

      

        Punches",1,2:53
UFC 187: Johnson vs Cormier,Donald Cerrone,John Makdessi,win,"KO/TKO

      

        Kick",2,4:44
UFC 187: Johnson vs Cormier,Andrei Arlovski,Travis Browne,win,"KO/TKO

      

        Punches",1,4:41
UFC 187: Johnson vs Cormier,Joseph Benavidez,John Moraga,win,U-DEC,3,5:00
UFC 187: Johnson vs Cormier,John Dodson,Zach Makovsky,win,U-DEC,3,5:00
UFC 187: Johnson vs Cormier,Dong Hyun Kim,Joshua Burkman,win,"SUB

      

        Arm Triangle",3,2:13
UFC 187: Johnson vs Cormier,Rafael Natal,Uriah Hall,win,S-DEC,3,5:00
UFC 187: Johnson vs Cormier,Colby Covington,Mike Pyle,win,U-DEC,3,5:00
UFC 187: Johnson vs Cormier,Islam Makhachev,Leo Kuntz,win,"SUB

      

        Rear Naked Choke",2,2:38
UFC 187: Johnson vs Cormier,Justin Scoggins,Josh Sampo,win,U-DEC,3,5:00
UFC Fight Night: Edgar vs Faber,Frankie Edgar,Urijah Faber,win,U-DEC,5,5:00
UFC Fight Night: Edgar vs Faber,Gegard Mousasi,Constantinos Philippou,win,U-DEC,3,5:00
UFC Fight Night: Edgar vs Faber,Mark Munoz,Luke Barnatt,win,U-DEC,3,5:00
UFC Fight Night: Edgar vs Faber,Neil Magny,Hyun Gyu Lim,win,"KO/TKO

      

        Punches",2,1:24
UFC Fight Night: Edgar vs Faber,Phillipe Nover,Yui Chul Nam,win,S-DEC,3,5:00
UFC Fight Night: Edgar vs Faber,Levan Makashvili,Mark Eddiva,win,S-DEC,3,5:00
UFC Fight Night: Edgar vs Faber,Jon Tuck,Tae Hyun Bang,win,"SUB

      

        Rear Naked Choke",1,3:56
UFC Fight Night: Edgar vs Faber,Kajan Johnson,Zhang Lipeng,win,U-DEC,3,5:00
UFC Fight Night: Edgar vs Faber,Li Jingliang,Dhiego Lima,win,"KO/TKO

      

        Punches",1,1:25
UFC Fight Night: Edgar vs Faber,Guangyou Ning,Royston Wee,win,"KO/TKO

      

        Punch",2,4:59
UFC Fight Night: Edgar vs Faber,Jon Delos Reyes,Roldan Sangcha'an,win,"SUB

      

        Rear Naked Choke",2,3:13
UFC Fight Night: Edgar vs Faber,Yao Zhikui,Nolan Ticman,win,S-DEC,3,5:00
UFC Fight Night: Miocic vs Hunt,Stipe Miocic,Mark Hunt,win,"KO/TKO

      

        Punches",5,2:47
UFC Fight Night: Miocic vs Hunt,Robert Whittaker,Brad Tavares,win,"KO/TKO

      

        Punch",1,0:44
UFC Fight Night: Miocic vs Hunt,Sean O'Connell,Anthony Perosh,win,"KO/TKO

      

        Punches",1,0:56
UFC Fight Night: Miocic vs Hunt,James Vick,Jake Matthews,win,"SUB

      

        Guillotine Choke",1,4:53
UFC Fight Night: Miocic vs Hunt,Dan Hooker,Hatsu Hioki,win,"KO/TKO

      

        Kick",2,4:13
UFC Fight Night: Miocic vs Hunt,Kyle Noke,Jonavin Webb,win,S-DEC,3,5:00
UFC Fight Night: Miocic vs Hunt,Sam Alvey,Daniel Kelly,win,"KO/TKO

      

        Punch",1,0:49
UFC Fight Night: Miocic vs Hunt,Bec Rawlings,Lisa Ellis,win,"SUB

      

        Rear Naked Choke",1,4:09
UFC Fight Night: Miocic vs Hunt,Brad Scott,Dylan Andrews,win,"SUB

      

        Guillotine Choke",2,4:54
UFC Fight Night: Miocic vs Hunt,Alex Chambers,Kailin Curran,win,"SUB

      

        Armbar",3,3:15
UFC Fight Night: Miocic vs Hunt,Brendan O'Reilly,Vik Grujic,win,U-DEC,3,5:00
UFC Fight Night: Miocic vs Hunt,Ben Nguyen,Alptekin Ozkilic,win,"KO/TKO

      

        Punch",1,4:59
UFC 186: Johnson vs Horiguchi,Demetrious Johnson,Kyoji Horiguchi,win,"SUB

      

        Armbar",5,4:59
UFC 186: Johnson vs Horiguchi,Quinton Jackson,Fabio Maldonado,win,U-DEC,3,5:00
UFC 186: Johnson vs Horiguchi,Michael Bisping,CB Dollaway,win,U-DEC,3,5:00
UFC 186: Johnson vs Horiguchi,John Makdessi,Shane Campbell,win,"KO/TKO

      

        Punch",1,4:53
UFC 186: Johnson vs Horiguchi,Thomas Almeida,Yves Jabouin,win,"KO/TKO

      

        Punches",1,4:18
UFC 186: Johnson vs Horiguchi,Patrick Cote,Joe Riggs,win,U-DEC,3,5:00
UFC 186: Johnson vs Horiguchi,Alexis Davis,Sarah Kaufman,win,"SUB

      

        Armbar",2,3:07
UFC 186: Johnson vs Horiguchi,Chad Laprise,Bryan Barberena,win,U-DEC,3,5:00
UFC 186: Johnson vs Horiguchi,Olivier Aubin-Mercier,David Michaud,win,"SUB

      

        Rear Naked Choke",3,1:35
UFC 186: Johnson vs Horiguchi,Nordine Taleb,Chris Clements,win,U-DEC,3,5:00
UFC 186: Johnson vs Horiguchi,Valerie Letourneau,Jessica Rakoczy,win,U-DEC,3,5:00
UFC 186: Johnson vs Horiguchi,Randa Markos,Aisling Daly,win,U-DEC,3,5:00
UFC on FOX: Machida vs Rockhold,Luke Rockhold,Lyoto Machida,win,"SUB

      

        Rear Naked Choke",2,2:31
UFC on FOX: Machida vs Rockhold,Jacare Souza,Chris Camozzi,win,"SUB

      

        Armbar",1,2:33
UFC on FOX: Machida vs Rockhold,Max Holloway,Cub Swanson,win,"SUB

      

        Guillotine Choke",3,3:58
UFC on FOX: Machida vs Rockhold,Paige VanZant,Felice Herrig,win,U-DEC,3,5:00
UFC on FOX: Machida vs Rockhold,Beneil Dariush,Jim Miller,win,U-DEC,3,5:00
UFC on FOX: Machida vs Rockhold,Ovince Saint Preux,Patrick Cummins,win,"KO/TKO

      

        Punch",1,4:54
UFC on FOX: Machida vs Rockhold,Gian Villante,Corey Anderson,win,"KO/TKO

      

        Punch",3,4:18
UFC on FOX: Machida vs Rockhold,Aljamain Sterling,Takeya Mizugaki,win,"SUB

      

        Arm Triangle",3,2:11
UFC on FOX: Machida vs Rockhold,Tim Means,George Sullivan,win,"SUB

      

        Arm Triangle",3,3:41
UFC on FOX: Machida vs Rockhold,Diego Brandao,Jimy Hettes,win,KO/TKO,1,5:00
UFC on FOX: Machida vs Rockhold,Chris Dempsey,Eddie Gordon,win,S-DEC,3,5:00
UFC Fight Night: Gonzaga vs Cro Cop 2,Mirko Filipovic,Gabriel Gonzaga,win,"KO/TKO

      

        Elbows",3,3:30
UFC Fight Night: Gonzaga vs Cro Cop 2,Jimi Manuwa,Jan Blachowicz,win,U-DEC,3,5:00
UFC Fight Night: Gonzaga vs Cro Cop 2,Pawel Pawlak,Sheldon Westcott,win,U-DEC,3,5:00
UFC Fight Night: Gonzaga vs Cro Cop 2,Maryna Moroz,Joanne Wood,win,"SUB

      

        Armbar",1,1:30
UFC Fight Night: Gonzaga vs Cro Cop 2,Leon Edwards,Seth Baczynski,win,"KO/TKO

      

        Punch",1,0:08
UFC Fight Night: Gonzaga vs Cro Cop 2,Bartosz Fabinski,Garreth McLellan,win,U-DEC,3,5:00
UFC Fight Night: Gonzaga vs Cro Cop 2,Sergio Moraes,Mickael Lebout,win,U-DEC,3,5:00
UFC Fight Night: Gonzaga vs Cro Cop 2,Yaotzin Meza,Damian Stasiak,win,U-DEC,3,5:00
UFC Fight Night: Gonzaga vs Cro Cop 2,Anthony Hamilton,Daniel Omielanczuk,win,U-DEC,3,5:00
UFC Fight Night: Gonzaga vs Cro Cop 2,Aleksandra Albu,Izabela Badurek,win,"SUB

      

        Guillotine Choke",2,3:34
UFC Fight Night: Gonzaga vs Cro Cop 2,Stevie Ray,Marcin Bandel,win,"KO/TKO

      

        Punches",2,1:35
UFC Fight Night: Gonzaga vs Cro Cop 2,Taylor Lapilus,Rocky Lee,win,U-DEC,3,5:00
UFC Fight Night: Mendes vs Lamas,Chad Mendes,Ricardo Lamas,win,"KO/TKO

      

        Punches",1,2:45
UFC Fight Night: Mendes vs Lamas,Al Iaquinta,Jorge Masvidal,win,S-DEC,3,5:00
UFC Fight Night: Mendes vs Lamas,Michael Chiesa,Mitch Clarke,win,U-DEC,3,5:00
UFC Fight Night: Mendes vs Lamas,Julianna Pena,Milana Dudieva,win,"KO/TKO

      

        Elbows",1,3:59
UFC Fight Night: Mendes vs Lamas,Clay Guida,Robert Peralta,win,U-DEC,3,5:00
UFC Fight Night: Mendes vs Lamas,Dustin Poirier,Diego Ferreira,win,"KO/TKO

      

        Punch",1,3:45
UFC Fight Night: Mendes vs Lamas,Liz Carmouche,Lauren Murphy,win,U-DEC,3,5:00
UFC Fight Night: Mendes vs Lamas,Alexander Yakovlev,Gray Maynard,win,U-DEC,3,5:00
UFC Fight Night: Mendes vs Lamas,Timothy Johnson,Shamil Abdurakhimov,win,"KO/TKO

      

        Punches",1,4:57
UFC Fight Night: Mendes vs Lamas,Ron Stallings,Justin Jones,win,U-DEC,3,5:00
UFC Fight Night: Maia vs LaFlare,Demian Maia,Ryan LaFlare,win,U-DEC,5,5:00
UFC Fight Night: Maia vs LaFlare,Erick Silva,Josh Koscheck,win,"SUB

      

        Guillotine Choke",1,4:21
UFC Fight Night: Maia vs LaFlare,Leonardo Santos,Anthony Rocco Martin,win,"SUB

      

        Rear Naked Choke",2,2:29
UFC Fight Night: Maia vs LaFlare,Amanda Nunes,Shayna Baszler,win,"KO/TKO

      

        Kick",1,1:56
UFC Fight Night: Maia vs LaFlare,Gilbert Burns,Alex Oliveira,win,"SUB

      

        Armbar",3,4:14
UFC Fight Night: Maia vs LaFlare,Godofredo Pepey,Andre Fili,win,"SUB

      

        Triangle Choke",1,3:14
UFC Fight Night: Maia vs LaFlare,Francisco Trinaldo,Akbarh Arreola,win,U-DEC,3,5:00
UFC Fight Night: Maia vs LaFlare,Edimilson Souza,Katsunori Kikuno,win,"KO/TKO

      

        Punch",1,1:31
UFC Fight Night: Maia vs LaFlare,Leandro Silva,Drew Dober,nc,"Overturned

      

        Guillotine Choke",2,2:45
UFC Fight Night: Maia vs LaFlare,Leonardo Mafra,Cain Carrizosa,win,U-DEC,3,5:00
UFC Fight Night: Maia vs LaFlare,Christos Giagos,Jorge de Oliveira,win,"SUB

      

        Rear Naked Choke",1,3:12
UFC Fight Night: Maia vs LaFlare,Fredy Serrano,Bentley Syler,win,"KO/TKO

      

        Punch",3,1:34
UFC 185: Pettis vs Dos Anjos,Rafael Dos Anjos,Anthony Pettis,win,U-DEC,5,5:00
UFC 185: Pettis vs Dos Anjos,Joanna Jedrzejczyk,Carla Esparza,win,"KO/TKO

      

        Punches",2,4:17
UFC 185: Pettis vs Dos Anjos,Johny Hendricks,Matt Brown,win,U-DEC,3,5:00
UFC 185: Pettis vs Dos Anjos,Alistair Overeem,Roy Nelson,win,U-DEC,3,5:00
UFC 185: Pettis vs Dos Anjos,Henry Cejudo,Chris Cariaso,win,U-DEC,3,5:00
UFC 185: Pettis vs Dos Anjos,Ross Pearson,Sam Stout,win,"KO/TKO

      

        Punch",2,1:33
UFC 185: Pettis vs Dos Anjos,Elias Theodorou,Roger Narvaez,win,"KO/TKO

      

        Punches",2,4:07
UFC 185: Pettis vs Dos Anjos,Beneil Dariush,Daron Cruickshank,win,"SUB

      

        Rear Naked Choke",2,2:38
UFC 185: Pettis vs Dos Anjos,Jared Rosholt,Josh Copeland,win,"KO/TKO

      

        Punches",3,3:12
UFC 185: Pettis vs Dos Anjos,Ryan Benoit,Sergio Pettis,win,"KO/TKO

      

        Punch",2,1:34
UFC 185: Pettis vs Dos Anjos,Joe Duffy,Jake Lindsey,win,"KO/TKO

      

        Punch",1,1:47
UFC 185: Pettis vs Dos Anjos,Germaine de Randamie,Larissa Pacheco,win,"KO/TKO

      

        Punch",2,2:02
UFC 184: Rousey vs Zingano,Ronda Rousey,Cat Zingano,win,"SUB

      

        Armbar",1,0:14
UFC 184: Rousey vs Zingano,Holly Holm,Raquel Pennington,win,S-DEC,3,5:00
UFC 184: Rousey vs Zingano,Jake Ellenberger,Josh Koscheck,win,"SUB

      

        North-South Choke",2,4:20
UFC 184: Rousey vs Zingano,Alan Jouban,Richard Walsh,win,"KO/TKO

      

        Elbow",1,2:19
UFC 184: Rousey vs Zingano,Tony Ferguson,Gleison Tibau,win,"SUB

      

        Rear Naked Choke",1,2:37
UFC 184: Rousey vs Zingano,Roan Carneiro,Mark Munoz,win,"SUB

      

        Rear Naked Choke",1,1:40
UFC 184: Rousey vs Zingano,Roman Salazar,Norifumi Yamamoto,nc,CNC,2,2:37
UFC 184: Rousey vs Zingano,Tim Means,Dhiego Lima,win,"KO/TKO

      

        Punch",1,2:17
UFC 184: Rousey vs Zingano,Derrick Lewis,Ruan Potts,win,"KO/TKO

      

        Punches",2,3:18
UFC 184: Rousey vs Zingano,Valmir Lazaro,James Krause,win,S-DEC,3,5:00
UFC 184: Rousey vs Zingano,Masio Fullen,Alex Torres,win,S-DEC,3,5:00
UFC Fight Night: Bigfoot vs Mir,Frank Mir,Antonio Silva,win,"KO/TKO

      

        Punch",1,1:40
UFC Fight Night: Bigfoot vs Mir,Michael Johnson,Edson Barboza,win,U-DEC,3,5:00
UFC Fight Night: Bigfoot vs Mir,Sam Alvey,Cezar Ferreira,win,"KO/TKO

      

        Punches",1,3:34
UFC Fight Night: Bigfoot vs Mir,Adriano Martins,Rustam Khabilov,win,S-DEC,3,5:00
UFC Fight Night: Bigfoot vs Mir,Frankie Saenz,Iuri Alcantara,win,U-DEC,3,5:00
UFC Fight Night: Bigfoot vs Mir,Santiago Ponzinibbio,Sean Strickland,win,U-DEC,3,5:00
UFC Fight Night: Bigfoot vs Mir,Marion Reneau,Jessica Andrade,win,"SUB

      

        Triangle Choke",1,1:54
UFC Fight Night: Bigfoot vs Mir,Matt Dwyer,William Macario,win,"KO/TKO

      

        Punch",1,3:14
UFC Fight Night: Bigfoot vs Mir,Mike de la Torre,Tiago dos Santos e Silva,win,"KO/TKO

      

        Punch",1,2:59
UFC Fight Night: Bigfoot vs Mir,Douglas Silva de Andrade,Cody Gibson,win,U-DEC,3,5:00
UFC Fight Night: Bigfoot vs Mir,Ivan Jorge,Josh Shockley,win,U-DEC,3,5:00
UFC Fight Night: Henderson vs Thatch,Benson Henderson,Brandon Thatch,win,"SUB

      

        Rear Naked Choke",4,3:58
UFC Fight Night: Henderson vs Thatch,Max Holloway,Cole Miller,win,U-DEC,3,5:00
UFC Fight Night: Henderson vs Thatch,Neil Magny,Kiichi Kunimoto,win,"SUB

      

        Rear Naked Choke",3,1:22
UFC Fight Night: Henderson vs Thatch,Daniel Kelly,Patrick Walsh,win,U-DEC,3,5:00
UFC Fight Night: Henderson vs Thatch,Kevin Lee,Michel Prazeres,win,U-DEC,3,5:00
UFC Fight Night: Henderson vs Thatch,Ray Borg,Chris Kelades,win,"SUB

      

        Kimura",3,2:56
UFC Fight Night: Henderson vs Thatch,Efrain Escudero,Rodrigo de Lima,win,U-DEC,3,5:00
UFC Fight Night: Henderson vs Thatch,Chas Skelly,Jim Alers,win,"KO/TKO

      

        Punches",2,4:59
UFC Fight Night: Henderson vs Thatch,Zach Makovsky,Tim Elliott,win,U-DEC,3,5:00
UFC Fight Night: Henderson vs Thatch,James Moontasri,Cody Pfister,win,"SUB

      

        Rear Naked Choke",2,1:49
UFC 183: Silva vs Diaz,Anderson Silva,Nick Diaz,nc,Overturned,5,5:00
UFC 183: Silva vs Diaz,Tyron Woodley,Kelvin Gastelum,win,S-DEC,3,5:00
UFC 183: Silva vs Diaz,Al Iaquinta,Joe Lauzon,win,"KO/TKO

      

        Punches",2,3:34
UFC 183: Silva vs Diaz,Thales Leites,Tim Boetsch,win,"SUB

      

        Arm Triangle",2,3:45
UFC 183: Silva vs Diaz,Thiago Alves,Jordan Mein,win,"KO/TKO

      

        Kick",2,0:39
UFC 183: Silva vs Diaz,Miesha Tate,Sara McMann,win,M-DEC,3,5:00
UFC 183: Silva vs Diaz,Derek Brunson,Ed Herman,win,"KO/TKO

      

        Punch",1,0:36
UFC 183: Silva vs Diaz,John Lineker,Ian McCall,win,U-DEC,3,5:00
UFC 183: Silva vs Diaz,Rafael Natal,Tom Watson,win,U-DEC,3,5:00
UFC 183: Silva vs Diaz,Ildemar Alcantara,Richardson Moreira,win,S-DEC,3,5:00
UFC 183: Silva vs Diaz,Thiago Santos,Andy Enz,win,"KO/TKO

      

        Punches",1,1:56
UFC on FOX: Gustafsson vs Johnson,Anthony Johnson,Alexander Gustafsson,win,"KO/TKO

      

        Punches",1,2:15
UFC on FOX: Gustafsson vs Johnson,Gegard Mousasi,Dan Henderson,win,"KO/TKO

      

        Punch",1,1:10
