event,date,fighter_1,fighter_2,weight,result,method,round,time
UFC Fight Night: Holloway vs Oliveira,"August 23, 2015",Chris Kelades,Chris Beal,Flyweight,win,S-DEC,3,5:00
UFC Fight Night: Holloway vs Oliveira,"August 23, 2015",Shane Campbell,Elias Silverio,Lightweight,win,U-DEC,3,5:00
UFC Fight Night: Holloway vs Oliveira,"August 23, 2015",Misha Cirkunov,Daniel Jolly,Light Heavyweight,win,"KO/TKO

      

        Punches",1,4:45
UFC Fight Night: Teixeira vs Saint Preux,"August 08, 2015",Glover Teixeira,Ovince Saint Preux,Light Heavyweight,win,"SUB

      

        Rear Naked Choke",3,3:10
UFC Fight Night: Teixeira vs Saint Preux,"August 08, 2015",Beneil Dariush,Michael Johnson,Lightweight,win,S-DEC,3,5:00
UFC Fight Night: Teixeira vs Saint Preux,"August 08, 2015",Derek Brunson,Sam Alvey,Middleweight,win,"KO/TKO

      

        Punches",1,2:19
UFC Fight Night: Teixeira vs Saint Preux,"August 08, 2015",Jared Rosholt,Timothy Johnson,Heavyweight,win,U-DEC,3,5:00
UFC Fight Night: Teixeira vs Saint Preux,"August 08, 2015",Amanda Nunes,Sara McMann,Women's Bantamweight,win,"SUB

      

        Rear Naked Choke",1,2:53
UFC Fight Night: Teixeira vs Saint Preux,"August 08, 2015",Ray Borg,Geane Herrera,Flyweight,win,U-DEC,3,5:00
UFC Fight Night: Teixeira vs Saint Preux,"August 08, 2015",Uriah Hall,Oluwale Bamgbose,Middleweight,win,"KO/TKO

      

        Punches",1,2:32
UFC Fight Night: Teixeira vs Saint Preux,"August 08, 2015",Chris Camozzi,Tom Watson,Middleweight,win,U-DEC,3,5:00
UFC Fight Night: Teixeira vs Saint Preux,"August 08, 2015",Dustin Ortiz,Willie Gates,Flyweight,win,"KO/TKO

      

        Punches",3,2:58
UFC Fight Night: Teixeira vs Saint Preux,"August 08, 2015",Frankie Saenz,Sirwan Kakai,Bantamweight,win,S-DEC,3,5:00
UFC Fight Night: Teixeira vs Saint Preux,"August 08, 2015",Jonathan Wilson,Chris Dempsey,Light Heavyweight,win,"KO/TKO

      

        Punch",1,0:50
UFC Fight Night: Teixeira vs Saint Preux,"August 08, 2015",Marlon Vera,Roman Salazar,Bantamweight,win,"SUB

      

        Triangle Armbar",2,2:15
UFC Fight Night: Teixeira vs Saint Preux,"August 08, 2015",Scott Holtzman,Anthony Christodoulou,Lightweight,win,"SUB

      

        Rear Naked Choke",3,2:40
UFC 190: Rousey vs Correia,"August 01, 2015",Ronda Rousey,Bethe Correia,Women's Bantamweight,win,"KO/TKO

      

        Punch",1,0:34
UFC 190: Rousey vs Correia,"August 01, 2015",Mauricio Rua,Rogerio Nogueira,Light Heavyweight,win,U-DEC,3,5:00
UFC 190: Rousey vs Correia,"August 01, 2015",Glaico Franca Moreira,Fernando Bruno,Lightweight,win,"SUB

      

        Rear Naked Choke",3,4:46
UFC 190: Rousey vs Correia,"August 01, 2015",Reginaldo Vieira,Dileno Lopes,Bantamweight,win,U-DEC,3,5:00
UFC 190: Rousey vs Correia,"August 01, 2015",Stefan Struve,Antonio Rodrigo Nogueira,Heavyweight,win,U-DEC,3,5:00
UFC 190: Rousey vs Correia,"August 01, 2015",Antonio Silva,Soa Palelei,Heavyweight,win,"KO/TKO

      

        Punches",2,0:41
UFC 190: Rousey vs Correia,"August 01, 2015",Claudia Gadelha,Jessica Aguilar,Women's Strawweight,win,U-DEC,3,5:00
UFC 190: Rousey vs Correia,"August 01, 2015",Demian Maia,Neil Magny,Welterweight,win,"SUB

      

        Rear Naked Choke",2,2:52
UFC 190: Rousey vs Correia,"August 01, 2015",Patrick Cummins,Rafael Cavalcante,Light Heavyweight,win,"KO/TKO

      

        Elbows",3,0:45
UFC 190: Rousey vs Correia,"August 01, 2015",Warlley Alves,Nordine Taleb,Welterweight,win,"SUB

      

        Guillotine Choke",2,4:11
UFC 190: Rousey vs Correia,"August 01, 2015",Iuri Alcantara,Leandro Issa,Bantamweight,win,U-DEC,3,5:00
UFC 190: Rousey vs Correia,"August 01, 2015",Vitor Miranda,Clint Hester,Middleweight,win,"KO/TKO

      

        Elbows",2,2:38
UFC 190: Rousey vs Correia,"August 01, 2015",Guido Cannetti,Hugo Viana,Bantamweight,win,U-DEC,3,5:00
UFC on FOX: Dillashaw vs. Barao II,"July 25, 2015",TJ Dillashaw,Renan Barao,Bantamweight,win,"KO/TKO

      

        Punches",4,0:35
UFC on FOX: Dillashaw vs. Barao II,"July 25, 2015",Miesha Tate,Jessica Eye,Women's Bantamweight,win,U-DEC,3,5:00
UFC on FOX: Dillashaw vs. Barao II,"July 25, 2015",Edson Barboza,Paul Felder,Lightweight,win,U-DEC,3,5:00
UFC on FOX: Dillashaw vs. Barao II,"July 25, 2015",Joe Lauzon,Takanori Gomi,Lightweight,win,"KO/TKO

      

        Punches",1,2:37
UFC on FOX: Dillashaw vs. Barao II,"July 25, 2015",Tom Lawlor,Gian Villante,Light Heavyweight,win,"KO/TKO

      

        Punch",2,0:27
UFC on FOX: Dillashaw vs. Barao II,"July 25, 2015",Jim Miller,Danny Castillo,Lightweight,win,S-DEC,3,5:00
UFC on FOX: Dillashaw vs. Barao II,"July 25, 2015",Ben Saunders,Kenny Robertson,Welterweight,win,S-DEC,3,5:00
UFC on FOX: Dillashaw vs. Barao II,"July 25, 2015",Bryan Caraway,Eddie Wineland,Bantamweight,win,U-DEC,3,5:00
UFC on FOX: Dillashaw vs. Barao II,"July 25, 2015",James Krause,Daron Cruickshank,Lightweight,win,"SUB

      

        Rear Naked Choke",1,1:27
UFC on FOX: Dillashaw vs. Barao II,"July 25, 2015",Andrew Holbrook,Ramsey Nijem,Lightweight,win,S-DEC,3,5:00
UFC on FOX: Dillashaw vs. Barao II,"July 25, 2015",Elizabeth Phillips,Jessamyn Duke,Women's Bantamweight,win,U-DEC,3,5:00
UFC on FOX: Dillashaw vs. Barao II,"July 25, 2015",Zak Cummings,Dominique Steele,Middleweight,win,"KO/TKO

      

        Punches",1,0:43
UFC Fight Night: Bisping vs Leites,"July 18, 2015",Michael Bisping,Thales Leites,Middleweight,win,S-DEC,5,5:00
UFC Fight Night: Bisping vs Leites,"July 18, 2015",Evan Dunham,Ross Pearson,Lightweight,win,U-DEC,3,5:00
UFC Fight Night: Bisping vs Leites,"July 18, 2015",Joe Duffy,Ivan Jorge,Lightweight,win,"SUB

      

        Triangle Choke",1,3:05
UFC Fight Night: Bisping vs Leites,"July 18, 2015",Joanne Wood,Cortney Casey,Women's Strawweight,win,U-DEC,3,5:00
UFC Fight Night: Bisping vs Leites,"July 18, 2015",Leon Edwards,Pawel Pawlak,Welterweight,win,U-DEC,3,5:00
UFC Fight Night: Bisping vs Leites,"July 18, 2015",Stevie Ray,Leonardo Mafra,Lightweight,win,"KO/TKO

      

        Punches",1,2:30
UFC Fight Night: Bisping vs Leites,"July 18, 2015",Paddy Holohan,Vaughan Lee,Flyweight,win,U-DEC,3,5:00
UFC Fight Night: Bisping vs Leites,"July 18, 2015",Ilir Latifi,Hans Stringer,Light Heavyweight,win,"KO/TKO

      

        Punch",1,0:56
UFC Fight Night: Bisping vs Leites,"July 18, 2015",Mickael Lebout,Teemu Packalen,Lightweight,win,U-DEC,3,5:00
UFC Fight Night: Bisping vs Leites,"July 18, 2015",Robert Whiteford,Paul Redmond,Featherweight,win,"KO/TKO

      

        Punch",1,3:04
UFC Fight Night: Bisping vs Leites,"July 18, 2015",Jimmie Rivera,Marcus Brimage,Bantamweight,win,"KO/TKO

      

        Punches",1,1:29
UFC Fight Night: Bisping vs Leites,"July 18, 2015",Daniel Omielanczuk,Chris de la Rocha,Heavyweight,win,"KO/TKO

      

        Punch",1,0:48
UFC Fight Night: Mir vs Duffee,"July 15, 2015",Frank Mir,Todd Duffee,Heavyweight,win,"KO/TKO

      

        Punch",1,1:13
UFC Fight Night: Mir vs Duffee,"July 15, 2015",Tony Ferguson,Josh Thomson,Lightweight,win,U-DEC,3,5:00
UFC Fight Night: Mir vs Duffee,"July 15, 2015",Holly Holm,Marion Reneau,Women's Bantamweight,win,U-DEC,3,5:00
UFC Fight Night: Mir vs Duffee,"July 15, 2015",Manvel Gamburyan,Scott Jorgensen,Bantamweight,win,U-DEC,3,5:00
UFC Fight Night: Mir vs Duffee,"July 15, 2015",Kevin Lee,James Moontasri,Lightweight,win,"SUB

      

        Rear Naked Choke",1,2:56
UFC Fight Night: Mir vs Duffee,"July 15, 2015",Alan Jouban,Matt Dwyer,Welterweight,win,U-DEC,3,5:00
UFC Fight Night: Mir vs Duffee,"July 15, 2015",Sam Sicilia,Yaotzin Meza,Featherweight,win,U-DEC,3,5:00
UFC Fight Night: Mir vs Duffee,"July 15, 2015",Jessica Andrade,Sarah Moras,Women's Bantamweight,win,U-DEC,3,5:00
UFC Fight Night: Mir vs Duffee,"July 15, 2015",Rani Yahya,Masanori Kanehara,Bantamweight,win,S-DEC,3,5:00
UFC Fight Night: Mir vs Duffee,"July 15, 2015",Sean Strickland,Igor Araujo,Welterweight,win,U-DEC,3,5:00
UFC Fight Night: Mir vs Duffee,"July 15, 2015",Kevin Casey,Ildemar Alcantara,Middleweight,win,U-DEC,3,5:00
UFC Fight Night: Mir vs Duffee,"July 15, 2015",Lyman Good,Andrew Craig,Welterweight,win,"KO/TKO

      

        Punch",2,3:37
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"July 12, 2015",Stephen Thompson,Jake Ellenberger,Welterweight,win,"KO/TKO

      

        Kick",1,4:29
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"July 12, 2015",Kamaru Usman,Hayder Hassan,Welterweight,win,"SUB

      

        Arm Triangle",2,1:19
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"July 12, 2015",Michael Graves,Vicente Luque,Welterweight,win,U-DEC,3,5:00
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"July 12, 2015",Jorge Masvidal,Cezar Ferreira,Welterweight,win,"KO/TKO

      

        Elbow",1,4:22
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"July 12, 2015",Michelle Waterson-Gomez,Angela Magana,Women's Strawweight,win,"SUB

      

        Rear Naked Choke",3,2:38
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"July 12, 2015",Maximo Blanco,Mike de la Torre,Featherweight,win,"KO/TKO

      

        Punch",1,0:16
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"July 12, 2015",Josh Samman,Caio Magalhaes,Middleweight,win,"SUB

      

        Rear Naked Choke",1,2:52
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"July 12, 2015",Jerrod Sanders,Russell Doane,Bantamweight,win,U-DEC,3,5:00
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"July 12, 2015",Trevor Smith,Dan Miller,Middleweight,win,U-DEC,3,5:00
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"July 12, 2015",George Sullivan,Dominic Waters,Welterweight,win,U-DEC,3,5:00
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"July 12, 2015",Willie Gates,Darrell Montague,Flyweight,win,"KO/TKO

      

        Punches",1,1:36
UFC 189: Mendes vs McGregor,"July 11, 2015",Conor McGregor,Chad Mendes,Featherweight,win,"KO/TKO

      

        Punch",2,4:57
UFC 189: Mendes vs McGregor,"July 11, 2015",Robbie Lawler,Rory MacDonald,Welterweight,win,"KO/TKO

      

        Punch",5,1:00
UFC 189: Mendes vs McGregor,"July 11, 2015",Jeremy Stephens,Dennis Bermudez,Featherweight,win,"KO/TKO

      

        Flying Knee",3,0:32
UFC 189: Mendes vs McGregor,"July 11, 2015",Gunnar Nelson,Brandon Thatch,Welterweight,win,"SUB

      

        Rear Naked Choke",1,2:54
UFC 189: Mendes vs McGregor,"July 11, 2015",Thomas Almeida,Brad Pickett,Bantamweight,win,"KO/TKO

      

        Flying Knee",2,0:29
UFC 189: Mendes vs McGregor,"July 11, 2015",Matt Brown,Tim Means,Welterweight,win,"SUB

      

        Guillotine Choke",1,4:44
UFC 189: Mendes vs McGregor,"July 11, 2015",Alex Garcia,Mike Swick,Welterweight,win,U-DEC,3,5:00
UFC 189: Mendes vs McGregor,"July 11, 2015",John Howard,Cathal Pendred,Welterweight,win,S-DEC,3,5:00
UFC 189: Mendes vs McGregor,"July 11, 2015",Cody Garbrandt,Henry Briones,Bantamweight,win,U-DEC,3,5:00
UFC 189: Mendes vs McGregor,"July 11, 2015",Louis Smolka,Neil Seery,Flyweight,win,U-DEC,3,5:00
UFC 189: Mendes vs McGregor,"July 11, 2015",Cody Pfister,Yosdenis Cedeno,Lightweight,win,U-DEC,3,5:00
UFC Fight Night: Machida vs Romero,"June 27, 2015",Yoel Romero,Lyoto Machida,Middleweight,win,"KO/TKO

      

        Elbows",3,1:38
UFC Fight Night: Machida vs Romero,"June 27, 2015",Lorenz Larkin,Santiago Ponzinibbio,Welterweight,win,"KO/TKO

      

        Punches",2,3:07
UFC Fight Night: Machida vs Romero,"June 27, 2015",Antonio Carlos Junior,Eddie Gordon,Middleweight,win,"SUB

      

        Rear Naked Choke",3,4:37
UFC Fight Night: Machida vs Romero,"June 27, 2015",Thiago Santos,Steve Bosse,Middleweight,win,"KO/TKO

      

        Kick",1,0:29
UFC Fight Night: Machida vs Romero,"June 27, 2015",Hacran Dias,Levan Makashvili,Featherweight,win,S-DEC,3,5:00
UFC Fight Night: Machida vs Romero,"June 27, 2015",Alex Oliveira,Joe Merritt,Welterweight,win,U-DEC,3,5:00
UFC Fight Night: Machida vs Romero,"June 27, 2015",Leandro Silva,Lewis Gonzalez,Welterweight,win,U-DEC,3,5:00
UFC Fight Night: Machida vs Romero,"June 27, 2015",Tony Sims,Steve Montgomery,Welterweight,win,"KO/TKO

      

        Punch",1,2:43
UFC Fight Night: Machida vs Romero,"June 27, 2015",Sirwan Kakai,Danny Martinez,Bantamweight,win,U-DEC,3,5:00
UFC Fight Night: Jedrzejczyk vs Penne,"June 20, 2015",Joanna Jedrzejczyk,Jessica Penne,Women's Strawweight,win,"KO/TKO

      

        Punches",3,4:22
UFC Fight Night: Jedrzejczyk vs Penne,"June 20, 2015",Tatsuya Kawajiri,Dennis Siver,Featherweight,win,U-DEC,3,5:00
UFC Fight Night: Jedrzejczyk vs Penne,"June 20, 2015",Peter Sobotta,Steve Kennedy,Welterweight,win,"SUB

      

        Rear Naked Choke",1,2:57
UFC Fight Night: Jedrzejczyk vs Penne,"June 20, 2015",Nick Hein,Lukasz Sajewski,Lightweight,win,U-DEC,3,5:00
UFC Fight Night: Jedrzejczyk vs Penne,"June 20, 2015",Makwan Amirkhani,Masio Fullen,Featherweight,win,"SUB

      

        Rear Naked Choke",1,1:41
UFC Fight Night: Jedrzejczyk vs Penne,"June 20, 2015",Mairbek Taisumov,Alan Patrick,Lightweight,win,"KO/TKO

      

        Kick",2,1:30
UFC Fight Night: Jedrzejczyk vs Penne,"June 20, 2015",Arnold Allen,Alan Omer,Featherweight,win,"SUB

      

        Guillotine Choke",3,1:41
UFC Fight Night: Jedrzejczyk vs Penne,"June 20, 2015",Noad Lahat,Niklas Backstrom,Featherweight,win,M-DEC,3,5:00
UFC Fight Night: Jedrzejczyk vs Penne,"June 20, 2015",Scott Askham,Antonio Dos Santos,Middleweight,win,"KO/TKO

      

        Punch",1,2:52
UFC Fight Night: Jedrzejczyk vs Penne,"June 20, 2015",Magomed Mustafaev,Piotr Hallmann,Lightweight,win,KO/TKO,2,3:24
UFC Fight Night: Jedrzejczyk vs Penne,"June 20, 2015",Taylor Lapilus,Yuta Sasaki,Bantamweight,win,"KO/TKO

      

        Punches",2,1:26
UFC 188: Velasquez vs Werdum,"June 13, 2015",Fabricio Werdum,Cain Velasquez,Heavyweight,win,"SUB

      

        Guillotine Choke",3,2:13
UFC 188: Velasquez vs Werdum,"June 13, 2015",Eddie Alvarez,Gilbert Melendez,Lightweight,win,S-DEC,3,5:00
UFC 188: Velasquez vs Werdum,"June 13, 2015",Kelvin Gastelum,Nate Marquardt,Middleweight,win,KO/TKO,2,5:00
UFC 188: Velasquez vs Werdum,"June 13, 2015",Yair Rodriguez,Charles Rosa,Featherweight,win,S-DEC,3,5:00
UFC 188: Velasquez vs Werdum,"June 13, 2015",Tecia Pennington,Angela Hill,Women's Strawweight,win,U-DEC,3,5:00
UFC 188: Velasquez vs Werdum,"June 13, 2015",Henry Cejudo,Chico Camus,Flyweight,win,U-DEC,3,5:00
UFC 188: Velasquez vs Werdum,"June 13, 2015",Efrain Escudero,Drew Dober,Lightweight,win,"SUB

      

        Guillotine Choke",1,0:54
UFC 188: Velasquez vs Werdum,"June 13, 2015",Patrick Williams,Alejandro Perez,Bantamweight,win,"SUB

      

        Guillotine Choke",1,0:23
UFC 188: Velasquez vs Werdum,"June 13, 2015",Johnny Case,Francisco Trevino,Lightweight,win,U-DEC,3,5:00
UFC 188: Velasquez vs Werdum,"June 13, 2015",Cathal Pendred,Augusto Montano,Welterweight,win,U-DEC,3,5:00
UFC 188: Velasquez vs Werdum,"June 13, 2015",Gabriel Benitez,Clay Collard,Featherweight,win,U-DEC,3,5:00
UFC Fight Night: Boetsch vs Henderson,"June 06, 2015",Dan Henderson,Tim Boetsch,Middleweight,win,"KO/TKO

      

        Punch",1,0:28
UFC Fight Night: Boetsch vs Henderson,"June 06, 2015",Ben Rothwell,Matt Mitrione,Heavyweight,win,"SUB

      

        Guillotine Choke",1,1:54
UFC Fight Night: Boetsch vs Henderson,"June 06, 2015",Dustin Poirier,Yancy Medeiros,Lightweight,win,"KO/TKO

      

        Punches",1,2:38
UFC Fight Night: Boetsch vs Henderson,"June 06, 2015",Brian Ortega,Thiago Tavares,Featherweight,win,"KO/TKO

      

        Punch",3,4:10
UFC Fight Night: Boetsch vs Henderson,"June 06, 2015",Anthony Birchak,Joe Soto,Bantamweight,win,"KO/TKO

      

        Punch",1,1:37
UFC Fight Night: Boetsch vs Henderson,"June 06, 2015",Francisco Rivera,Alex Caceres,Bantamweight,win,"KO/TKO

      

        Punch",1,0:21
UFC Fight Night: Boetsch vs Henderson,"June 06, 2015",Shawn Jordan,Derrick Lewis,Heavyweight,win,"KO/TKO

      

        Kick",2,0:48
UFC Fight Night: Boetsch vs Henderson,"June 06, 2015",Omari Akhmedov,Brian Ebersole,Welterweight,win,KO/TKO,1,5:00
UFC Fight Night: Boetsch vs Henderson,"June 06, 2015",Chris Wade,Christos Giagos,Lightweight,win,U-DEC,3,5:00
UFC Fight Night: Boetsch vs Henderson,"June 06, 2015",Joe Proctor,Justin Edwards,Lightweight,win,"SUB

      

        Guillotine Choke",3,4:58
UFC Fight Night: Boetsch vs Henderson,"June 06, 2015",Jake Collier,Ricardo Abreu,Middleweight,win,S-DEC,3,5:00
UFC Fight Night: Boetsch vs Henderson,"June 06, 2015",Jose Quinonez,Leonardo Morales,Bantamweight,win,"SUB

      

        Rear Naked Choke",1,2:34
UFC Fight Night: Condit vs Alves,"May 30, 2015",Carlos Condit,Thiago Alves,Welterweight,win,KO/TKO,2,5:00
UFC Fight Night: Condit vs Alves,"May 30, 2015",Charles Oliveira,Nik Lentz,Featherweight,win,"SUB

      

        Guillotine Choke",3,1:10
UFC Fight Night: Condit vs Alves,"May 30, 2015",Alex Oliveira,KJ Noons,Welterweight,win,"SUB

      

        Rear Naked Choke",1,2:51
UFC Fight Night: Condit vs Alves,"May 30, 2015",Francimar Barroso,Ryan Jimmo,Light Heavyweight,win,U-DEC,3,5:00
UFC Fight Night: Condit vs Alves,"May 30, 2015",Francisco Trinaldo,Norman Parke,Lightweight,win,U-DEC,3,5:00
UFC Fight Night: Condit vs Alves,"May 30, 2015",Darren Till,Wendell Oliveira Marques,Welterweight,win,"KO/TKO

      

        Elbows",2,1:37
UFC Fight Night: Condit vs Alves,"May 30, 2015",Rony Jason,Damon Jackson,Featherweight,"nc


nc","Overturned

      

        Triangle Choke",1,3:31
UFC Fight Night: Condit vs Alves,"May 30, 2015",Jussier Formiga,Wilson Reis,Flyweight,win,U-DEC,3,5:00
UFC Fight Night: Condit vs Alves,"May 30, 2015",Nicolas Dalby,Elizeu Zaleski dos Santos,Welterweight,win,S-DEC,3,5:00
UFC Fight Night: Condit vs Alves,"May 30, 2015",Mirsad Bektic,Lucas Martins,Featherweight,win,"KO/TKO

      

        Punches",2,0:30
UFC Fight Night: Condit vs Alves,"May 30, 2015",Juliana Lima,Ericka Almeida,Women's Strawweight,win,U-DEC,3,5:00
UFC Fight Night: Condit vs Alves,"May 30, 2015",Tom Breese,Luiz Dutra,Welterweight,win,"KO/TKO

      

        Punches",1,4:58
UFC 187: Johnson vs Cormier,"May 23, 2015",Daniel Cormier,Anthony Johnson,Light Heavyweight,win,"SUB

      

        Rear Naked Choke",3,2:39
UFC 187: Johnson vs Cormier,"May 23, 2015",Chris Weidman,Vitor Belfort,Middleweight,win,"KO/TKO

      

        Punches",1,2:53
UFC 187: Johnson vs Cormier,"May 23, 2015",Donald Cerrone,John Makdessi,Lightweight,win,"KO/TKO

      

        Kick",2,4:44
UFC 187: Johnson vs Cormier,"May 23, 2015",Andrei Arlovski,Travis Browne,Heavyweight,win,"KO/TKO

      

        Punches",1,4:41
UFC 187: Johnson vs Cormier,"May 23, 2015",Joseph Benavidez,John Moraga,Flyweight,win,U-DEC,3,5:00
UFC 187: Johnson vs Cormier,"May 23, 2015",John Dodson,Zach Makovsky,Flyweight,win,U-DEC,3,5:00
UFC 187: Johnson vs Cormier,"May 23, 2015",Dong Hyun Kim,Joshua Burkman,Welterweight,win,"SUB

      

        Arm Triangle",3,2:13
UFC 187: Johnson vs Cormier,"May 23, 2015",Rafael Natal,Uriah Hall,Middleweight,win,S-DEC,3,5:00
UFC 187: Johnson vs Cormier,"May 23, 2015",Colby Covington,Mike Pyle,Welterweight,win,U-DEC,3,5:00
UFC 187: Johnson vs Cormier,"May 23, 2015",Islam Makhachev,Leo Kuntz,Lightweight,win,"SUB

      

        Rear Naked Choke",2,2:38
UFC 187: Johnson vs Cormier,"May 23, 2015",Justin Scoggins,Josh Sampo,Flyweight,win,U-DEC,3,5:00
UFC Fight Night: Edgar vs Faber,"May 16, 2015",Frankie Edgar,Urijah Faber,Featherweight,win,U-DEC,5,5:00
UFC Fight Night: Edgar vs Faber,"May 16, 2015",Gegard Mousasi,Constantinos Philippou,Middleweight,win,U-DEC,3,5:00
UFC Fight Night: Edgar vs Faber,"May 16, 2015",Mark Munoz,Luke Barnatt,Middleweight,win,U-DEC,3,5:00
UFC Fight Night: Edgar vs Faber,"May 16, 2015",Neil Magny,Hyun Gyu Lim,Welterweight,win,"KO/TKO

      

        Punches",2,1:24
UFC Fight Night: Edgar vs Faber,"May 16, 2015",Phillipe Nover,Yui Chul Nam,Featherweight,win,S-DEC,3,5:00
UFC Fight Night: Edgar vs Faber,"May 16, 2015",Levan Makashvili,Mark Eddiva,Featherweight,win,S-DEC,3,5:00
UFC Fight Night: Edgar vs Faber,"May 16, 2015",Jon Tuck,Tae Hyun Bang,Lightweight,win,"SUB

      

        Rear Naked Choke",1,3:56
UFC Fight Night: Edgar vs Faber,"May 16, 2015",Kajan Johnson,Zhang Lipeng,Lightweight,win,U-DEC,3,5:00
UFC Fight Night: Edgar vs Faber,"May 16, 2015",Li Jingliang,Dhiego Lima,Welterweight,win,"KO/TKO

      

        Punches",1,1:25
UFC Fight Night: Edgar vs Faber,"May 16, 2015",Guangyou Ning,Royston Wee,Bantamweight,win,"KO/TKO

      

        Punch",2,4:59
UFC Fight Night: Edgar vs Faber,"May 16, 2015",Jon Delos Reyes,Roldan Sangcha'an,Flyweight,win,"SUB

      

        Rear Naked Choke",2,3:13
UFC Fight Night: Edgar vs Faber,"May 16, 2015",Yao Zhikui,Nolan Ticman,Flyweight,win,S-DEC,3,5:00
