event,fighter_1,fighter_2,weight,result,method,round,time
UFC 198: Werdum vs Miocic,Stipe Miocic,Fabricio Werdum,Heavyweight,win,"KO/TKO

      

        Punch",1,2:47
UFC 198: Werdum vs Miocic,Jacare Souza,Vitor Belfort,Middleweight,win,"KO/TKO

      

        Punches",1,4:38
UFC 198: Werdum vs Miocic,Cristiane Justino,Leslie Smith,Catch Weight,win,"KO/TKO

      

        Punch",1,1:21
UFC 198: Werdum vs Miocic,Mauricio Rua,Corey Anderson,Light Heavyweight,win,S-DEC,3,5:00
UFC 198: Werdum vs Miocic,Bryan Barberena,Warlley Alves,Welterweight,win,U-DEC,3,5:00
UFC 198: Werdum vs Miocic,Demian Maia,Matt Brown,Welterweight,win,"SUB

      

        Rear Naked Choke",3,4:31
UFC 198: Werdum vs Miocic,Thiago Santos,Nate Marquardt,Middleweight,win,"KO/TKO

      

        Punch",1,3:39
UFC 198: Werdum vs Miocic,Francisco Trinaldo,Yancy Medeiros,Lightweight,win,U-DEC,3,5:00
UFC 198: Werdum vs Miocic,John Lineker,Rob Font,Bantamweight,win,U-DEC,3,5:00
UFC 198: Werdum vs Miocic,Rogerio Nogueira,Patrick Cummins,Light Heavyweight,win,"KO/TKO

      

        Punches",1,4:52
UFC 198: Werdum vs Miocic,Sergio Moraes,Luan Chagas,Welterweight,"draw


draw",S-DEC,3,5:00
UFC 198: Werdum vs Miocic,Renato Moicano,Zubaira Tukhugov,Featherweight,win,S-DEC,3,5:00
UFC Fight Night: Overeem vs Arlovski,Alistair Overeem,Andrei Arlovski,Heavyweight,win,"KO/TKO

      

        Punch",2,1:12
UFC Fight Night: Overeem vs Arlovski,Stefan Struve,Antonio Silva,Heavyweight,win,"KO/TKO

      

        Punch",1,0:16
UFC Fight Night: Overeem vs Arlovski,Gunnar Nelson,Albert Tumenov,Welterweight,win,"SUB

      

        Rear Naked Choke",2,3:15
UFC Fight Night: Overeem vs Arlovski,Germaine de Randamie,Anna Elmose,Women's Bantamweight,win,"KO/TKO

      

        Knee",1,3:46
UFC Fight Night: Overeem vs Arlovski,Nikita Krylov,Francimar Barroso,Light Heavyweight,win,"SUB

      

        Rear Naked Choke",2,3:11
UFC Fight Night: Overeem vs Arlovski,Karolina Kowalkiewicz,Heather Clark,Women's Strawweight,win,U-DEC,3,5:00
UFC Fight Night: Overeem vs Arlovski,Rustam Khabilov,Chris Wade,Lightweight,win,U-DEC,3,5:00
UFC Fight Night: Overeem vs Arlovski,Magnus Cedenblad,Garreth McLellan,Middleweight,win,"KO/TKO

      

        Kick",2,0:47
UFC Fight Night: Overeem vs Arlovski,Josh Emmett,Jon Tuck,Lightweight,win,S-DEC,3,5:00
UFC Fight Night: Overeem vs Arlovski,Reza Madadi,Yan Cabral,Lightweight,win,"KO/TKO

      

        Punch",3,1:56
UFC Fight Night: Overeem vs Arlovski,Kyoji Horiguchi,Neil Seery,Flyweight,win,U-DEC,3,5:00
UFC Fight Night: Overeem vs Arlovski,Leon Edwards,Dominic Waters,Welterweight,win,U-DEC,3,5:00
UFC Fight Night: Overeem vs Arlovski,Yuta Sasaki,Willie Gates,Flyweight,win,"SUB

      

        Rear Naked Choke",2,3:30
UFC 197: Jones vs Saint Preux,Jon Jones,Ovince Saint Preux,Light Heavyweight,win,U-DEC,5,5:00
UFC 197: Jones vs Saint Preux,Demetrious Johnson,Henry Cejudo,Flyweight,win,"KO/TKO

      

        Knees",1,2:49
UFC 197: Jones vs Saint Preux,Edson Barboza,Anthony Pettis,Lightweight,win,U-DEC,3,5:00
UFC 197: Jones vs Saint Preux,Robert Whittaker,Rafael Natal,Middleweight,win,U-DEC,3,5:00
UFC 197: Jones vs Saint Preux,Yair Rodriguez,Andre Fili,Featherweight,win,"KO/TKO

      

        Kick",2,2:15
UFC 197: Jones vs Saint Preux,Sergio Pettis,Chris Kelades,Flyweight,win,U-DEC,3,5:00
UFC 197: Jones vs Saint Preux,Danny Roberts,Dominique Steele,Welterweight,win,U-DEC,3,5:00
UFC 197: Jones vs Saint Preux,Carla Esparza,Juliana Lima,Women's Strawweight,win,U-DEC,3,5:00
UFC 197: Jones vs Saint Preux,James Vick,Glaico Franca Moreira,Lightweight,win,U-DEC,3,5:00
UFC 197: Jones vs Saint Preux,Walt Harris,Cody East,Heavyweight,win,"KO/TKO

      

        Punches",1,4:18
UFC 197: Jones vs Saint Preux,Marcos Rogerio de Lima,Clint Hester,Light Heavyweight,win,"SUB

      

        Arm Triangle",1,4:35
UFC 197: Jones vs Saint Preux,Kevin Lee,Efrain Escudero,Lightweight,win,U-DEC,3,5:00
UFC on FOX: Teixeira vs Evans,Glover Teixeira,Rashad Evans,Light Heavyweight,win,"KO/TKO

      

        Punch",1,1:48
UFC on FOX: Teixeira vs Evans,Rose Namajunas,Tecia Pennington,Women's Strawweight,win,U-DEC,3,5:00
UFC on FOX: Teixeira vs Evans,Khabib Nurmagomedov,Darrell Horcher,Catch Weight,win,"KO/TKO

      

        Punches",2,3:38
UFC on FOX: Teixeira vs Evans,Cub Swanson,Hacran Dias,Featherweight,win,U-DEC,3,5:00
UFC on FOX: Teixeira vs Evans,Michael Chiesa,Beneil Dariush,Lightweight,win,"SUB

      

        Rear Naked Choke",2,1:20
UFC on FOX: Teixeira vs Evans,Raquel Pennington,Bethe Correia,Women's Bantamweight,win,S-DEC,3,5:00
UFC on FOX: Teixeira vs Evans,Santiago Ponzinibbio,Court McGee,Welterweight,win,"KO/TKO

      

        Punch",1,4:15
UFC on FOX: Teixeira vs Evans,Michael Graves,Randy Brown,Welterweight,win,"SUB

      

        Rear Naked Choke",2,2:31
UFC on FOX: Teixeira vs Evans,John Dodson,Manvel Gamburyan,Bantamweight,win,"KO/TKO

      

        Punches",1,0:37
UFC on FOX: Teixeira vs Evans,Cezar Ferreira,Oluwale Bamgbose,Middleweight,win,U-DEC,3,5:00
UFC on FOX: Teixeira vs Evans,Elizeu Zaleski dos Santos,Omari Akhmedov,Welterweight,win,"KO/TKO

      

        Knee",3,3:03
UFC Fight Night: Rothwell vs Dos Santos,Junior Dos Santos,Ben Rothwell,Heavyweight,win,U-DEC,5,5:00
UFC Fight Night: Rothwell vs Dos Santos,Derrick Lewis,Gabriel Gonzaga,Heavyweight,win,"KO/TKO

      

        Punches",1,4:48
UFC Fight Night: Rothwell vs Dos Santos,Francis Ngannou,Curtis Blaydes,Heavyweight,win,KO/TKO,2,5:00
UFC Fight Night: Rothwell vs Dos Santos,Timothy Johnson,Marcin Tybura,Heavyweight,win,U-DEC,3,5:00
UFC Fight Night: Rothwell vs Dos Santos,Jan Blachowicz,Igor Pokrajac,Light Heavyweight,win,U-DEC,3,5:00
UFC Fight Night: Rothwell vs Dos Santos,Maryna Moroz,Cristina Stanciu,Women's Strawweight,win,U-DEC,3,5:00
UFC Fight Night: Rothwell vs Dos Santos,Zak Cummings,Nicolas Dalby,Welterweight,win,U-DEC,3,5:00
UFC Fight Night: Rothwell vs Dos Santos,Alejandro Perez,Ian Entwistle,Bantamweight,win,"KO/TKO

      

        Punches",1,4:04
UFC Fight Night: Rothwell vs Dos Santos,Mairbek Taisumov,Damir Hadzovic,Lightweight,win,"KO/TKO

      

        Punch",1,3:44
UFC Fight Night: Rothwell vs Dos Santos,Damian Stasiak,Filip Pejic,Bantamweight,win,"SUB

      

        Rear Naked Choke",1,2:16
UFC Fight Night: Rothwell vs Dos Santos,Lucas Martins,Robert Whiteford,Featherweight,win,S-DEC,3,5:00
UFC Fight Night: Rothwell vs Dos Santos,Jared Cannonier,Cyril Asker,Heavyweight,win,"KO/TKO

      

        Punch",1,2:44
UFC Fight Night: Rothwell vs Dos Santos,Bojan Velickovic,Alessio Di Chirico,Middleweight,win,U-DEC,3,5:00
UFC Fight Night: Hunt vs Mir,Mark Hunt,Frank Mir,Heavyweight,win,"KO/TKO

      

        Punch",1,3:01
UFC Fight Night: Hunt vs Mir,Neil Magny,Hector Lombard,Welterweight,win,"KO/TKO

      

        Punches",3,0:46
UFC Fight Night: Hunt vs Mir,Jake Matthews,Johnny Case,Lightweight,win,"SUB

      

        Rear Naked Choke",3,4:45
UFC Fight Night: Hunt vs Mir,Daniel Kelly,Antonio Carlos Junior,Middleweight,win,"KO/TKO

      

        Punches",3,1:36
UFC Fight Night: Hunt vs Mir,Steve Bosse,James Te Huna,Light Heavyweight,win,"KO/TKO

      

        Punch",1,0:52
UFC Fight Night: Hunt vs Mir,Bec Rawlings,Seo Hee Ham,Women's Strawweight,win,U-DEC,3,5:00
UFC Fight Night: Hunt vs Mir,Alan Jouban,Brendan O'Reilly,Welterweight,win,"KO/TKO

      

        Elbow",1,2:15
UFC Fight Night: Hunt vs Mir,Dan Hooker,Mark Eddiva,Featherweight,win,"SUB

      

        Guillotine Choke",1,1:24
UFC Fight Night: Hunt vs Mir,Leslie Smith,Rin Nakai,Women's Bantamweight,win,U-DEC,3,5:00
UFC Fight Night: Hunt vs Mir,Viscardi Andrade,Richard Walsh,Welterweight,win,U-DEC,3,5:00
UFC Fight Night: Hunt vs Mir,Ross Pearson,Chad Laprise,Lightweight,win,S-DEC,3,5:00
UFC Fight Night: Hunt vs Mir,Alan Patrick,Damien Brown,Lightweight,win,U-DEC,3,5:00
UFC 196: McGregor vs Diaz,Nate Diaz,Conor McGregor,Welterweight,win,"SUB

      

        Rear Naked Choke",2,4:12
UFC 196: McGregor vs Diaz,Miesha Tate,Holly Holm,Women's Bantamweight,win,"SUB

      

        Rear Naked Choke",5,3:30
UFC 196: McGregor vs Diaz,Ilir Latifi,Gian Villante,Light Heavyweight,win,U-DEC,3,5:00
UFC 196: McGregor vs Diaz,Corey Anderson,Tom Lawlor,Light Heavyweight,win,U-DEC,3,5:00
